股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,1303000.0,1.02,1303000.0,0.0,持平
1477,已清倉,0.0,,0.0,0.0,持平
1519,已清倉,0.0,,0.0,0.0,持平
1605,已清倉,0.0,,0.0,0.0,持平
1802,台灣玻璃工業,1366000.0,0.83,1366000.0,0.0,持平
2027,大成不銹鋼工業,2686000.0,1.09,2686000.0,0.0,持平
2049,上銀科技,266000.0,0.87,266000.0,0.0,持平
2059,川湖科技,41000.0,3.51,41000.0,0.0,持平
2303,聯華電子,1204000.0,1.91,1204000.0,0.0,持平
2308,台達電子工業,59000.0,1.11,59000.0,0.0,持平
2313,已清倉,0.0,,0.0,0.0,持平
2317,鴻海精密工業,64000.0,0.15,64000.0,0.0,持平
2327,已清倉,0.0,,0.0,0.0,持平
2330,台灣積體電路製造,905000.0,22.11,905000.0,0.0,持平
2344,華邦電子,851000.0,1.45,851000.0,0.0,持平
2345,智邦科技,92000.0,2.11,92000.0,0.0,持平
2357,已清倉,0.0,,0.0,0.0,持平
2360,致茂電子,79000.0,1.55,79000.0,0.0,持平
2368,金像電子（股）公司,98000.0,0.97,98000.0,0.0,持平
2376,技嘉科技,1064000.0,3.55,1064000.0,0.0,持平
2379,已清倉,0.0,,0.0,0.0,持平
2382,已清倉,0.0,,0.0,0.0,持平
2383,台光電子材料,48000.0,2.37,48000.0,0.0,持平
2395,研華,580000.0,3.04,580000.0,0.0,持平
2408,南亞科技,470000.0,2.04,470000.0,0.0,持平
2412,中華電信,1431000.0,1.92,1431000.0,0.0,持平
2449,已清倉,0.0,,0.0,0.0,持平
2454,聯發科技,30000.0,1.1,30000.0,0.0,持平
2474,已清倉,0.0,,0.0,0.0,持平
2881,富邦金融控股,511000.0,0.63,511000.0,0.0,持平
2884,已清倉,0.0,,0.0,0.0,持平
2891,中國信託金融控股,771000.0,0.48,771000.0,0.0,持平
3008,大立光電,68000.0,2.87,68000.0,0.0,持平
3017,奇鋐科技,62000.0,1.36,62000.0,0.0,持平
3036,文曄科技,1242000.0,2.41,1242000.0,0.0,持平
3037,欣興電子,40000.0,0.35,40000.0,0.0,持平
3081,聯亞光電工業,73700.0,1.18,73700.0,0.0,持平
3105,穩懋半導體,149000.0,0.54,149000.0,0.0,持平
3131,弘塑科技,52000.0,1.67,52000.0,0.0,持平
3189,景碩科技,2000.0,0.02,2000.0,0.0,持平
3231,已清倉,0.0,,0.0,0.0,持平
3264,已清倉,0.0,,0.0,0.0,持平
3293,鈊象電子,146000.0,1.02,146000.0,0.0,持平
3529,力旺電子,25000.0,0.63,25000.0,0.0,持平
3533,已清倉,0.0,,0.0,0.0,持平
3653,健策精密工業,32000.0,1.07,32000.0,0.0,持平
3661,世芯電子,73000.0,2.72,73000.0,0.0,持平
3665,貿聯控股（BizLink Holding In,13000.0,0.25,13000.0,0.0,持平
3706,已清倉,0.0,,0.0,0.0,持平
3711,日月光投資控股,125000.0,0.84,125000.0,0.0,持平
4749,已清倉,0.0,,0.0,0.0,持平
4904,遠傳電信,2019000.0,2.02,2019000.0,0.0,持平
4958,臻鼎科技控股,443000.0,2.53,443000.0,0.0,持平
5274,已清倉,0.0,,0.0,0.0,持平
6147,頎邦科技,1147000.0,2.25,1147000.0,0.0,持平
6187,萬潤科技,225000.0,2.39,225000.0,0.0,持平
6223,旺矽科技,18000.0,1.11,18000.0,0.0,持平
6239,已清倉,0.0,,0.0,0.0,持平
6274,已清倉,0.0,,0.0,0.0,持平
6409,已清倉,0.0,,0.0,0.0,持平
6415,矽力杰,98000.0,0.46,98000.0,0.0,持平
6442,光紅建聖,233000.0,3.11,233000.0,0.0,持平
6488,環球晶圓,40000.0,0.54,40000.0,0.0,持平
6505,台塑石化,2880000.0,2.28,2880000.0,0.0,持平
6515,已清倉,0.0,,0.0,0.0,持平
6669,緯穎科技服務,15000.0,0.76,15000.0,0.0,持平
6781,已清倉,0.0,,0.0,0.0,持平
6789,已清倉,0.0,,0.0,0.0,持平
6805,富世達,14000.0,0.2,14000.0,0.0,持平
7769,鴻勁精密,11000.0,0.73,11000.0,0.0,持平
8046,南亞電路板,80000.0,1.01,80000.0,0.0,持平
8210,已清倉,0.0,,0.0,0.0,持平
8299,群聯電子,99000.0,1.94,99000.0,0.0,持平
8996,高力熱處理工業,59000.0,0.66,59000.0,0.0,持平
