股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,413000,0.41,413000,0,持平
1477,聚陽實業,327000,1.41,327000,0,持平
1519,華城電機,64000,0.83,64000,0,持平
1605,華新麗華,10127000,5.72,10127000,0,持平
2059,川湖科技,24000,1.07,24000,0,持平
2308,台達電子工業,153000,2.3,153000,0,持平
2313,華通電腦,1011000,1.95,1011000,0,持平
2317,鴻海精密工業,735000,2.27,735000,0,持平
2327,國巨,449000,1.78,449000,0,持平
2330,台灣積體電路製造,887000,20.98,887000,0,持平
2344,華邦電子,1347000,2.11,1347000,0,持平
2345,智邦科技,162000,2.54,162000,0,持平
2357,華碩電腦,133000,0.91,133000,0,持平
2360,致茂電子,99000,1.26,99000,0,持平
2368,金像電子（股）公司,135000,1.13,135000,0,持平
2379,瑞昱半導體,17000,0.12,17000,0,持平
2382,廣達電腦,325000,1.23,325000,0,持平
2383,台光電子材料,71000,1.51,71000,0,持平
2408,南亞科技,445000,1.64,445000,0,持平
2412,中華電信,1600000,2.88,1600000,0,持平
2449,京元電子,283000,1.03,283000,0,持平
2454,聯發科技,153000,3.05,153000,0,持平
2881,富邦金融控股,2051100,2.62,2051100,0,持平
2884,玉山金融控股,2046000,0.91,2046000,0,持平
2891,中國信託金融控股,2590000,1.78,2590000,0,持平
3017,奇鋐科技,80000,1.38,80000,0,持平
3036,文曄科技,1045000,2.09,1045000,0,持平
3037,欣興電子,312000,1.26,312000,0,持平
3231,緯創資通,291000,0.54,291000,0,持平
3293,鈊象電子,405000,4.05,405000,0,持平
3533,嘉澤端子工業,5000,0.1,5000,0,持平
3653,健策精密工業,37000,1.21,37000,0,持平
3661,世芯電子,27000,1.25,27000,0,持平
3665,貿聯控股（BizLink Holding In,61148,1.08,61148,0,持平
3706,神達控股,273000,0.31,273000,0,持平
3711,日月光投資控股,498000,2.0,498000,0,持平
4749,新應材,108000,1.25,108000,0,持平
4904,遠傳電信,1815000,2.21,1815000,0,持平
5274,信驊科技,9000,1.06,9000,0,持平
6223,旺矽科技,42000,1.31,42000,0,持平
6274,台燿科技,158000,1.0,158000,0,持平
6409,旭隼科技,106000,1.43,106000,0,持平
6442,光紅建聖,47000,0.78,47000,0,持平
6488,環球晶圓,222000,1.49,222000,0,持平
6515,穎崴科技,51000,2.37,51000,0,持平
6669,緯穎科技服務,16000,0.8,16000,0,持平
6781,AES Holding Co Ltd,9000,0.14,9000,0,持平
6805,富世達,46000,0.79,46000,0,持平
8046,南亞電路板,23000,0.1,23000,0,持平
8210,勤誠興業,27000,0.33,27000,0,持平
